Longitude,Latitude,Depth,OriginTime,x,y,z,Mag
 52.8822, 35.0696, 19.9728,2001-02-03 03:07:50, 34.8585, 63.2514, 19.9728,  0.6685
 53.1444, 35.2135, 36.1687,2001-02-03 03:09:00, 58.6735, 79.3398, 36.1687,  3.0045
 53.0004, 35.0235, 28.2663,2001-02-03 03:10:10, 45.6678, 58.1869, 28.2663,  1.2254
 53.0616, 35.1955, 31.3665,2001-02-03 03:11:20, 51.1445, 77.3064, 31.3665,  4.3769
 52.8513, 34.9085, 18.4405,2001-02-03 03:12:30, 32.1049, 45.3755, 18.4405,  0.9874
 52.9217, 35.2630, 24.2641,2001-02-03 03:13:40, 38.3720, 84.7309, 24.2641,  0.9107
 52.8189, 34.9686, 18.7988,2001-02-03 03:14:50, 29.1276, 52.0335, 18.7988,  1.4047
 53.0422, 35.0574, 29.7360,2001-02-03 03:16:00, 49.4657, 61.9728, 29.7360,  2.7999
 52.9583, 35.1624, 26.1232,2001-02-03 03:17:10, 41.7583, 73.5837, 26.1232,  2.4615
 53.1195, 34.8408, 33.5472,2001-02-03 03:18:20, 56.6647, 37.9841, 33.5472,  2.0112
 53.1559, 34.9770, 36.8409,2001-02-03 03:19:30, 59.8892, 53.1125, 36.8409,  1.7700
 53.0405, 35.0567, 30.4222,2001-02-03 03:20:40, 49.3051, 61.8877, 30.4222,  1.1778
 53.2142, 34.7647, 39.2855,2001-02-03 03:21:50, 65.3820, 29.5995, 39.2855,  2.2708
 52.9248, 34.9779, 23.6595,2001-02-03 03:23:00, 38.7867, 53.0943, 23.6595,  2.6973
 53.0233, 35.0264, 29.4195,2001-02-03 03:24:10, 47.7547, 58.5268, 29.4195,  0.6778
 52.9135, 35.1291, 23.0055,2001-02-03 03:25:20, 37.6894, 69.8692, 23.0055,  1.1448
 53.1890, 35.1499, 37.6235,2001-02-03 03:26:30, 62.7858, 72.3120, 37.6235,  1.0349
 52.8353, 34.9946, 18.6460,2001-02-03 03:27:40, 30.6125, 54.9248, 18.6460,  1.5925
 53.1317, 34.7077, 34.2354,2001-02-03 03:28:50, 57.8698, 23.2232, 34.2354,  1.2583
 53.0611, 34.8077, 31.2942,2001-02-03 03:30:00, 51.3386, 34.2724, 31.2942,  1.5001
 52.6785, 34.7285, 10.7978,2001-02-03 03:31:10, 16.3488, 25.3626, 10.7978,  6.8305
 52.8130, 34.9846, 16.7203,2001-02-03 03:32:20, 28.5766, 53.8003, 16.7203,  2.4697
 52.7455, 35.0124, 13.0598,2001-02-03 03:33:30, 22.4096, 56.8704, 13.0598,  2.4112
 52.7435, 34.7523, 12.9684,2001-02-03 03:34:40, 22.2963, 28.0104, 12.9684,  1.2761
 52.7284, 35.1075, 12.4475,2001-02-03 03:35:50, 20.8209, 67.4183, 12.4475,  3.5400
 52.7529, 35.2138, 15.2079,2001-02-03 03:37:00, 23.0317, 79.2161, 15.2079,  2.6463
 52.8032, 34.8839, 16.9227,2001-02-03 03:38:10, 27.7217, 42.6325, 16.9227,  1.6193
 52.8017, 34.9894, 15.8221,2001-02-03 03:39:20, 27.5426, 54.3296, 15.8221,  2.6937
 53.2118, 35.1758, 40.1295,2001-02-03 03:40:30, 64.8411, 75.2050, 40.1295,  2.0256
 52.8984, 35.0373, 21.6373,2001-02-03 03:41:40, 36.3524, 59.6807, 21.6373,  1.4645
 53.0354, 35.0834, 29.6440,2001-02-03 03:42:50, 48.8273, 64.8554, 29.6440,  1.8985
 52.8250, 35.1298, 17.0778,2001-02-03 03:44:00, 29.6249, 69.9216, 17.0778,  3.8553
 52.9874, 35.1450, 26.8769,2001-02-03 03:45:10, 44.4142, 71.6580, 26.8769,  2.2718
 52.9133, 35.1079, 22.1976,2001-02-03 03:46:20, 37.6818, 67.5184, 22.1976,  2.5114
 52.8669, 35.2513, 19.6808,2001-02-03 03:47:30, 33.3915, 83.4063, 19.6808,  4.6725
 52.9444, 35.0597, 24.6011,2001-02-03 03:48:40, 40.5420, 62.1829, 24.6011,  1.3144
 53.0528, 34.9869, 30.9980,2001-02-03 03:49:50, 50.4742, 54.1484, 30.9980,  1.8738
 52.8233, 34.8772, 17.7527,2001-02-03 03:51:00, 29.5595, 41.8953, 17.7527,  3.6033
 52.7888, 35.3017, 15.3219,2001-02-03 03:52:10, 26.2637, 88.9834, 15.3219,  0.9911
 53.0373, 35.1546, 30.4823,2001-02-03 03:53:20, 48.9584, 72.7545, 30.4823,  0.8098
 53.0009, 34.8726, 27.5940,2001-02-03 03:54:30, 45.7974, 41.4456, 27.5940,  5.7626
 53.0141, 35.0466, 27.4700,2001-02-03 03:55:40, 46.9053, 60.7573, 27.4700,  1.6779
 53.1383, 35.1003, 35.7664,2001-02-03 03:56:50, 58.2039, 66.7776, 35.7664,  1.3348
 53.0522, 34.7671, 31.5916,2001-02-03 03:58:00, 50.5487, 29.7644, 31.5916,  2.8781
 52.8162, 35.1122, 17.0995,2001-02-03 03:59:10, 28.8263, 67.9651, 17.0995,  3.6291
 52.8600, 35.1011, 20.3019,2001-02-03 04:00:20, 32.8211, 66.7461, 20.3019,  2.4265
 52.6849, 35.0990, 10.6879,2001-02-03 04:01:30, 16.8579, 66.4725, 10.6879,  1.6803
 53.5269, 35.1606, 57.8428,2001-02-03 04:02:40, 93.5604, 73.7633, 57.8428,  2.7481
 52.9588, 34.9366, 24.5953,2001-02-03 04:03:50, 41.9153, 48.5283, 24.5953,  2.1743
 53.0246, 34.9239, 29.2432,2001-02-03 04:05:00, 47.9349, 47.1500, 29.2432,  1.6582
 52.9507, 35.0771, 25.3908,2001-02-03 04:06:10, 41.1016, 64.1095, 25.3908,  1.4359
 52.9501, 34.8180, 24.6836,2001-02-03 04:07:20, 41.1776, 35.3676, 24.6836,  2.7579
 53.1928, 35.0949, 38.6452,2001-02-03 04:08:30, 63.1712, 66.2204, 38.6452,  1.7101
 52.8296, 35.0887, 18.4789,2001-02-03 04:09:40, 30.0607, 65.3590, 18.4789,  0.8601
 52.8705, 35.1009, 20.5066,2001-02-03 04:10:50, 33.7851, 66.7202, 20.5066,  2.1463
 53.0006, 35.3148, 27.1719,2001-02-03 04:12:00, 45.5288, 90.5062, 27.1719,  3.7511
 52.8881, 34.9152, 21.3816,2001-02-03 04:13:10, 35.4622, 46.1291, 21.3816,  1.5473
 52.9177, 34.8809, 22.8434,2001-02-03 04:14:20, 38.1899, 42.3388, 22.8434,  4.2044
 52.9907, 35.1243, 27.3356,2001-02-03 04:15:30, 44.7292, 69.3729, 27.3356,  2.8888
 52.9571, 35.0979, 25.2755,2001-02-03 04:16:40, 41.6774, 66.4229, 25.2755,  3.8646
 52.8252, 34.9750, 18.1669,2001-02-03 04:17:50, 29.7003, 52.7456, 18.1669,  2.6038
 52.9461, 34.9111, 24.7046,2001-02-03 04:19:00, 40.7665, 45.6971, 24.7046,  1.7362
 53.1760, 35.0021, 37.6046,2001-02-03 04:20:10, 61.7110, 55.9051, 37.6046,  2.7714
 52.7603, 35.4374, 14.4047,2001-02-03 04:21:20, 23.6371,104.0260, 14.4047,  1.9765
 52.7919, 34.9420, 16.4386,2001-02-03 04:22:30, 26.6628, 49.0711, 16.4386,  1.4763
 53.1046, 35.1753, 34.0013,2001-02-03 04:23:40, 55.0757, 75.0828, 34.0013,  1.1448
 52.9230, 35.0706, 23.8133,2001-02-03 04:24:50, 38.5849, 63.3775, 23.8133,  1.2730
 52.9684, 35.1267, 26.7737,2001-02-03 04:26:00, 42.6950, 69.6283, 26.7737,  3.5640
 53.0777, 34.8902, 31.9436,2001-02-03 04:27:10, 52.8119, 43.4362, 31.9436,  1.4379
 52.8155, 35.3380, 17.4070,2001-02-03 04:28:20, 28.6820, 93.0115, 17.4070,  3.1771
 53.2091, 34.9931, 38.6787,2001-02-03 04:29:30, 64.7377, 54.9308, 38.6787,  1.6003
 52.8708, 34.7481, 20.2877,2001-02-03 04:30:40, 33.9545, 27.5830, 20.2877,  0.9774
 52.8393, 34.9525, 17.4015,2001-02-03 04:31:50, 30.9914, 50.2494, 17.4015,  1.6210
 52.5974, 35.3118,  4.9825,2001-02-03 04:33:00,  8.8594, 90.0624,  4.9825,  0.7243
 52.9339, 34.8367, 23.9584,2001-02-03 04:34:10, 39.6922, 37.4390, 23.9584,  1.5540
 52.9888, 35.0397, 26.5490,2001-02-03 04:35:20, 44.6019, 59.9815, 26.5490,  1.3604
 53.0200, 35.2242, 29.1301,2001-02-03 04:36:30, 47.3437, 80.4613, 29.1301,  2.0155
 53.1192, 35.0766, 35.0187,2001-02-03 04:37:40, 56.4743, 64.1453, 35.0187,  3.2243
 52.9690, 35.1444, 25.6927,2001-02-03 04:38:50, 42.7389, 71.5836, 25.6927,  1.8537
 53.2206, 34.9624, 39.9619,2001-02-03 04:40:00, 65.8138, 51.5306, 39.9619,  1.7750
 53.1188, 34.8710, 35.4583,2001-02-03 04:41:10, 56.5758, 41.3321, 35.4583,  1.0640
 52.7676, 35.0980, 15.0420,2001-02-03 04:42:20, 24.4033, 66.3729, 15.0420,  4.3418
 52.7580, 34.9349, 14.4350,2001-02-03 04:43:30, 23.5685, 48.2734, 14.4350,  1.7903
 53.1109, 34.9081, 34.9099,2001-02-03 04:44:40, 55.8338, 45.4371, 34.9099,  1.0733
 53.0476, 35.1541, 30.6126,2001-02-03 04:45:50, 49.8954, 72.7053, 30.6126,  2.5036
 52.9432, 34.9813, 24.1229,2001-02-03 04:47:00, 40.4717, 53.4834, 24.1229,  1.6351
 53.1160, 35.3695, 32.6285,2001-02-03 04:48:10, 55.9845, 96.6330, 32.6285,  0.9847
 52.7399, 34.9994, 13.5207,2001-02-03 04:49:20, 21.9028, 55.4319, 13.5207,  1.5284
 53.0555, 35.0210, 31.6056,2001-02-03 04:50:30, 50.6979, 57.9332, 31.6056,  2.1820
 52.8927, 35.1555, 22.4718,2001-02-03 04:51:40, 35.7837, 72.7938, 22.4718,  1.6808
 52.8679, 34.8735, 20.3379,2001-02-03 04:52:50, 33.6364, 41.4903, 20.3379,  2.2126
 53.1035, 34.9394, 33.2923,2001-02-03 04:54:00, 55.1311, 48.9113, 33.2923,  0.9797
 52.8051, 35.0256, 16.6585,2001-02-03 04:55:10, 27.8394, 58.3483, 16.6585,  1.0615
 53.0346, 35.1143, 29.8534,2001-02-03 04:56:20, 48.7386, 68.2739, 29.8534,  1.2729
 53.0340, 34.9642, 29.5216,2001-02-03 04:57:30, 48.7735, 51.6261, 29.5216,  0.8772
 53.2666, 34.9798, 43.8773,2001-02-03 04:58:40, 70.0013, 53.4894, 43.8773,  4.3239
 52.8880, 35.1108, 21.6966,2001-02-03 04:59:50, 35.3705, 67.8327, 21.6966,  1.3319
 53.1697, 34.8535, 37.0224,2001-02-03 05:01:00, 61.2492, 39.4226, 37.0224,  2.6855
 52.9556, 35.0710, 25.4277,2001-02-03 05:02:10, 41.5560, 63.4405, 25.4277,  3.0023
 53.0071, 35.1811, 28.3571,2001-02-03 05:03:20, 46.1922, 75.6819, 28.3571,  1.6938
 52.8921, 34.8570, 22.2258,2001-02-03 05:04:30, 35.8552, 39.6783, 22.2258,  1.6109
 52.9580, 34.8956, 25.4762,2001-02-03 05:05:40, 41.8666, 43.9832, 25.4762,  1.9819
 53.0761, 35.1280, 31.5809,2001-02-03 05:06:50, 52.5144, 69.8159, 31.5809,  2.6677
 52.7913, 35.0268, 16.7462,2001-02-03 05:08:00, 26.5832, 58.4762, 16.7462,  2.0384
 52.9285, 35.1672, 24.6798,2001-02-03 05:09:10, 39.0420, 74.1047, 24.6798,  1.7663
 53.0919, 34.9948, 32.8379,2001-02-03 05:10:20, 54.0343, 55.0474, 32.8379,  2.5702
 52.9958, 34.9562, 27.3108,2001-02-03 05:11:30, 45.2871, 50.7185, 27.3108,  0.6363
 52.8688, 34.8549, 20.4425,2001-02-03 05:12:40, 33.7240, 39.4380, 20.4425,  0.8432
 52.5929, 35.2474,  4.0176,2001-02-03 05:13:50,  8.4553, 82.9219,  4.0176,  2.2038
 53.0076, 35.1468, 27.4838,2001-02-03 05:15:00, 46.2604, 71.8707, 27.4838,  0.8053
 53.1666, 34.9887, 37.0667,2001-02-03 05:16:10, 60.8627, 54.4158, 37.0667,  3.2195
 52.9188, 35.1887, 24.0627,2001-02-03 05:17:20, 38.1467, 76.4852, 24.0627,  1.0928
 53.0605, 35.0813, 30.8107,2001-02-03 05:18:30, 51.1202, 64.6284, 30.8107,  3.2061
 53.0170, 35.2674, 28.9179,2001-02-03 05:19:40, 47.0415, 85.2602, 28.9179,  1.8165
 53.0894, 35.1561, 33.0014,2001-02-03 05:20:50, 53.7075, 72.9438, 33.0014,  2.0687
 52.8812, 34.9744, 21.0849,2001-02-03 05:22:00, 34.8068, 52.6956, 21.0849,  2.3482
 52.7007, 35.1864, 12.2742,2001-02-03 05:23:10, 18.2828, 76.1625, 12.2742,  3.7480
 53.0119, 34.8711, 28.5769,2001-02-03 05:24:20, 46.8048, 41.2837, 28.5769,  3.1655
 53.2135, 35.0562, 40.5723,2001-02-03 05:25:30, 65.0875, 61.9362, 40.5723,  1.9264
 53.1213, 35.0996, 34.4162,2001-02-03 05:26:40, 56.6488, 66.6974, 34.4162,  0.9643
 52.8335, 35.0044, 18.7776,2001-02-03 05:27:50, 30.4420, 56.0037, 18.7776,  1.6697
 53.1396, 35.0718, 36.2398,2001-02-03 05:29:00, 58.3385, 63.6147, 36.2398,  1.0442
 52.9721, 34.7823, 26.4010,2001-02-03 05:30:10, 43.2091, 31.4202, 26.4010,  4.6448
 52.7914, 35.2274, 16.5447,2001-02-03 05:31:20, 26.5317, 80.7391, 16.5447,  1.5228
 52.7923, 34.9523, 15.4734,2001-02-03 05:32:30, 26.6979, 50.2182, 15.4734,  0.5069
 52.9647, 34.9273, 26.2403,2001-02-03 05:33:40, 42.4560, 47.5009, 26.2403,  3.3648
 52.8581, 35.1621, 19.1433,2001-02-03 05:34:50, 32.6291, 73.5152, 19.1433,  1.9656
 52.7796, 34.9827, 15.7890,2001-02-03 05:36:00, 25.5279, 53.5802, 15.7890,  0.9764
 53.2114, 34.9612, 39.9760,2001-02-03 05:37:10, 64.9761, 51.3938, 39.9760,  1.1993
 52.9939, 34.9219, 26.1414,2001-02-03 05:38:20, 45.1304, 46.9106, 26.1414,  1.2835
 53.0272, 34.9316, 29.0368,2001-02-03 05:39:30, 48.1704, 48.0101, 29.0368,  0.5042
 52.8924, 35.0555, 22.3163,2001-02-03 05:40:40, 35.7945, 61.7012, 22.3163,  1.1040
 53.0472, 35.3969, 30.2579,2001-02-03 05:41:50, 49.7177, 99.6397, 30.2579,  2.6516
 53.0611, 35.0687, 30.6796,2001-02-03 05:43:00, 51.1843, 63.2365, 30.6796,  4.1731
 53.0090, 35.3096, 27.2584,2001-02-03 05:44:10, 46.2890, 89.9371, 27.2584,  0.4852
 53.1150, 35.0717, 33.7122,2001-02-03 05:45:20, 56.0936, 63.5951, 33.7122,  1.7634
 52.9171, 34.7521, 22.6733,2001-02-03 05:46:30, 38.1914, 28.0459, 22.6733,  1.0417
 52.9891, 35.0149, 27.7314,2001-02-03 05:47:40, 44.6425, 57.2290, 27.7314,  1.5208
 52.8719, 35.0925, 20.9995,2001-02-03 05:48:50, 33.9114, 65.7891, 20.9995,  2.2561
